from my dreams, in the middle of the night, come rumors,
from my window, a maple's trunk lichened, the only green,
from one year, to another , the same moon,
from room to room, the mouse moves, without worrying about us,
from the armoire, scent of passion in a candle, yet to be burned,
from the box, He makes a peep, golden star,
From the tidal pool, Two crabs in an embrace, Today's lunch,
from year to year, grow old with the trunk, heart engraved,
frost, on the pumpkin, lunar eclipse,
frost, on the spent firework casing, new year's day,
frost burn, high windows blaze, with sunlight,
Frost morning , White Shade, poplars,
frost on the windshield , I remember how much, I drank last night,
frosted dawn, his words hang, over coffee,
frosty dawn, the dog watches me, pack my bag,
frosty evening, a seat shadow, in the coin laundry,
frosty meadow , another dawn, reaches across,
frosty morning, the steam rising from roofs, and my African coffee,
frozen blueberries, in a bowl of yogurt, by the fireside,
frozen dawn, the runner recovering, in his own steam ,
frozen pond, the moon trapped, in a crack,
frozen silence, January lake ,still silence in the snow,
fruit basket , daily point, each cherry,
Full Corn Moon, time to gather the harvest, before leaves fall,
full moon, in the fields Clock, all white,
full moon, only you at my window, an empty face,
full moon, full ripe figs, end of summer,
full moon, above the skyscrapers , it's midnight,
full moon, the shadow of her breasts, lands on me,
full moon, after the pumpkin soup, more rounded belly,
full moon, he smoothens a wrinkle, on her hand,
full moon, the barmaid kisses me, on the cheek,
full moon, pumpkins in the field, ready to pick,
full moon, so bright and round, the station clock,
full moon, a pear hanging, this side of the wall,
full moon , the bride tells me, it was forced,
full moon , missing two evenings, to its roundness,
full moon night, starting the camp fire, with a page of fashion magazine,
Full moon night , the shape of the models' breasts, in the shop,
full summer , yellow leaves among the green, in the laurel,
funeral , stuck in an antique vase, bubble,
funeral procession, a bee lands, on the flowers,
funeral procession, of the friend passes , the crocus field,
gale force wind, dandelion seeds, in ocean depth,
galette person,to crown me, even for one night,
Gallo's hand, at sunrise, from the east,
Gandhi's birthday, constantly relighting candles, during the peace March,
garage sale, 'tales of power', for half price,
garage sale, customers discuss, philosophy ,
garage sale , the flowered couch on which , I became a woman,
garden , she chose lavender, with bees,
garden Buddha, morning rain washes away, the snow,
garden embrace, the fresh smell of her, sun dried laundry,
Garden gates, closed, on river water,
garden path , silver turn, a slug,
garden wedding, under the cherry blossoms, the bride's blush deepens,
Gare du Nord, the slow change of snow, on fake fur,
gas station, a GM car, needs a push,
Gazing at the moon, it was still summer's evening, feast for mosquitoes,
geese honking, children in the, bathtub playing,
geminids a couple, of white pills before, i go to bed,
gentle breaths, the window's, frost etchings,
gentle on my window, summer rain, and his whispers rising falling rising,
geometry lesson, day moon, next to a contrail,
georgia peach, sweet cream and wrinkle remover, in the shopping cart,
geriatric ward, the table groans, when they fold it up,
getting the phone , the soft tapping, of the rocking chair,
Ghetto in the morning, lined up cold, against the wall,
ghost town  , a rooster crows, for no reason at all,
giant moon, the bark of a dog echoes, over the fence,
giant moon, all neighborhoods share, the same yard light,
gibbous moon, the smell of woodsmoke fills, a wait for rain,
gibbous moon, the baby stirs, in her belly,
gibbous moon , she's not telling, the whole truth,
giorni pi brevi, nella cesta dei cachi, un grillo morto,
girl in Sunday dress, in her father's shadow, lost too soon,
gives Gaza, no tears eyes, Moon Winter,
Glacial wind , dead leaves crowd, on the stone threshold,
glass door , a moon of hopscotch, in the entrance,
glass tower , the moon is part, of the west facade,
glassy eyed gutted, catch of the day we shaved ice, at the fish market,
Gleaners harvest moon, pale faces, leaden eyes stare at an empty field,
glimmer of revival, at the window, full moon,
glinting on, a retirement card, autumn rain,
glistening frost, the slow blue arc, of a buzzard,
global warming , of king cake, ahead a month,
globalization , he serves the sushi fish, on french bread,
globe lilies, an empty place, at the supper table,
gloomy afternoon, a red haired woman, smiles at me,
gloomy day, a blind man passes, a blooming cherry tree,
gloomy day, the Christmas lights, shine brighter,
going out of business , the naked mannequin,s ,
going out she hides, her wedding band, crescent moon,
gold glitter, the gaps between tiles , Christmas Eve,
Gold medal, on the back of the jewel, my sweat,
Good Friday, my neighbor prays, in a mosque,
good friday, the outstretched arms, of the espalier pear,
Good Friday , my window vacuum, the felled tree,
good news, from the cardiologist, autumn butterfly,
graded papers, suddenly the rosebush, blooming,
graffiti glistening in the flickering streetlight ,,,
grandfather's grave, just another stone, for the dragonfly,
grandpa in his coffin, she sings a lullaby, before they close the lid,
granite wall, a cold touch so hard, to resist,
Grape flat , the rainy afternoon, grain by grain,
grassy moon, we slip off our shoes, to count the stars,
graveside sermon ended, the last leaves blown from, a nearby tree,
graveside service, slipping from Grandma's book, pressed wildflowers,
gray and cold, a hothouse bouquet, for his widow,
gray drizzle, for miles and miles, this road I'm on,
gray dust, on the marble fireplace , and your picture,
gray night, On the glass shade, a straw star,
gray spring dawn, the shiver of daffodils, in my bones,
gray thanksgiving, an outburst of laughter, from the kitchen,
great Tide, oil, at the highest,
Grey and rainy, Going with my Mother, To a senior's complex,
grey autumn day, knowing when it's time, in my bones,
grey day, the only bright spot, a red traffic light,
grey morning, a whale on the beach lies, shrouded in fog,
grey morning, I check out a new, tanning salon,
grey sea and sky, she dreams of, blue irises,
grey skies grey thoughts, so clear as reflections, on rain puddles,
grey sky, the cluster of white breaks up, into egrets,
grey sky, a monarch butterfly, lost in autumn,
Grey surrounds, wind blows in from the window , Advents candles blow out,
Grey today, the waves rush, memories,
grey yellow dawn, a dove's urgent cooing, and the rain,
groundhog day, sharing a sausage, with friends,
growing darkness, gleam of setting sun, on Chinese Lantern,
growth rings, a child sings her way, around a tree,
guest room , the silence of the moon, at the window,
Guid Friday , cruciform a maw snuves, athort the lift,
guided hike, beyond the talk, quiet woods,
guitar and harmonica, in my car as bob dylan, further 20 years,
Gulf oil spill reaches, the wet lands, bird songs black out ,
gust of wind, clipped on the wall, by a brush,
Gusts of wind, dancing together under, a harvest moon,
gusty north wind , a tuft of red hair, in the wire,
habemus papam, I've always loved, Latino men,
Haijin heterodox, the haiku meeting, he drinks wine,
haiku, written on the subway, illegible,
haiku , attentive to this moment, i smile,
haiku agenda , cookie crumbs, Sunday's page,
haiku conference , lecturer delivers address, in three short sentences,
haiku group, the discussion stops, for a robin,
haiku moment , she writes her number, on his napkin,
haiku potato chips, nobody can write, just one,
hail , the tip of the breast, between the thumb and index,
hail and rain, a frost crust, suffocates the fields,
hail storm, the golfers run, for cover,
hail storm, rearranging gravel, in the Zen garden,
hailstorm , under the groaning roof, I hold my breath,
half, the hand,holds sway,
half asleep , the rhythm of the, receding rain,
half light, the cat turns and washes, one paw,
half moon, darkness drinking from an, alabaster teacup,
half moon, first day of the sales, in Oxford Street,
half moon, on the river the sound, of cracking ice,
half moon , something, I'm forgetting,
half yellow moon , workers talk about, tortillas,
Halloween night, ghosts and goblins, watch the rain,
halo of the lamp , blackest blackbird, his shadow,
handing off the keys, a chill wind hustles, the end of April,
happy hour, she tells the bartender, she lost her wedding ring,
hard frost, the snail hammerings, of a song thrush,
hard frost, wrapping myself up against, the breakfast news,
hard frost , deep in my coat pocket, summer sea glass,
hard times, the car salesman's, missing tooth,
hard winter ground , we argue about, the constellations,
harmonica player, he cups the cold, in his hands,
harsh snow , a corpse, at the dam,
harsh sunlight, faces peep through the bars, of the police van,
harvest days, a fat toad, leaves the garden,
Harvest moon, too much light, for field mice,
harvest moon, i gather my thoughts, for winter,
harvest moon, rose garden, has lost its colors ,
harvest moon, the sound of women, pounding rice,
harvest moon, she tells him, she's late,
harvest moon, a shadow, sorting laundry,
harvest moon, in the heartland her laughter, still fills the kitchen,
harvest moon, a new song in, the rice field,
harvest moon, the things I have left, undone,
harvest moon , grass gone to seed, on the tennis court,
harvest moon , the bigger pumpkin, waits for a face,
hatsuyuki ya, takuhatsu zoo no, ashi akaku,
hawk on fence post, first light, the rain a kind of mist,
hawk's hover , the view of calm seas, through a gunport,
hazard lights, through raindrops, October leaves,
haze, half the horse hidden, behind the house,
haze over the hills, the rain has filled, this morning's footprints,
hazy afternoon, the woodpecker's call, bounces off the ice,
Hazy skies, the cedars less dark, this Summer day,
He arrives in the evening, the flight of a seagull, cuts through the silence,
he kissed me, on the fourth of july, fireworks,
He looks at her, underlying chill in the air, smell of rain,
He runs the night, on wings of moth, toward the light,
he turns one last time, His sailor's flashing wry smile, That bright November,
he's a stop and go, christopher columbus in, your ford explorer,
head cold , running out of tissue, before noon,
head cold , missing the scent, of winter heliotrope,
Headend ,, Sikh taxi,
headstones, narrow to each other, autumn wind,
hearing the call for prayer, as I pass a mosque, Spring sunset,
heat storm, a quick breath between flash, and crashing thunder,
heat wave, the cat opens one eye, halfway,
heat wave , the dog moves slowly, from shadow to shadow,
heaviness July, a homeless fans, with cardboard,
heavy leaves, in the evening rain, heaps of darkness,
Heavy March rain, the Daffodils hang their heads, my heavy thoughts,
heavy rain, in the farm belt, barbershops fill up,
heavy rain, a darkening sky, behind her face,
heavy rain, my flower seeds sprout, in the neighbor's yard,
heavy rain, the old rubber boots, not tall enough,
heavy rain, the rotten boat , tries to float again,
heavy sleep, after plum alcohol, collected in his garden,
heavy snowfall, a hawk on a fence post, almost white,
heavy Spring rain, in a bar the beer, runs like rivers,
heavy steady rain, back pain, skipped friday prayer,
heavy steady rain, through windows through wet trees, the lake in the rain,
Heavy the heads of darkened sunflowers, I wonder, how long do I have,
heavy time, slowly ticking the minutes, Hurricane Irene,
hedgehog in the fog, looking for apples, under the wrong tree,
hedgerow birds, three boys share a spliff, by the school gate,
hell, a homeless man, wears a new garbage bag,
her Alzheimer's, a dragonfly, goes comes,
her black hair, veils our praying hands, hospice church at dusk,
her blond hair shines, over her business suit, full moon at dusk,
her cooled tea, in the middle of the table, first snow ,
her eyes, a hesitant dog leads, a woman into a subway car,
her famous blue haiku, about her divorce, and his cactus,
her father's grave , the little girl leaves a picture, of a dinosaur,
her fresh flowers , his fresh grave, valentine's day,
her garden bench, she was always sitting, butterfly on moss,
her hair, brushed with moonlight, forty years ago,
her hair done, sheltered from the north wind, open grave,
her head, bent over tea leaves, how old she's grown,
her lips, beckoning mine , highway billboard,
her obituary, the things we did, that summer,
her piano playing, comes to an end, sounds of autumn hail,
her round ass, amount escalator, half Moon,
her skin, pale in the moonlight, ebb tide,
her small fingers, tightly grip the pencil, writing her new name,
her Sunday dress, the color of bruises, merging,
her winter night gown, suddenly opens, crescent moon ,
Herding sheep, the prickly smell, of wet wool,
here and there, breaking through the dusk's mist, bright lights,
herons beak key, his image, on the water surface,
hi wo abete, tsuyu konu uchini, akaki yuri,
hibiscus, under the eaves, frost burned petals,
high,stepping, an egret walks its shadow,
high autumn sky, in the world of men, voices of insects,
high bridge , the soundless splashes, of dropped stones,
high noon, fish in the marketplace, gasping for water,
high noon, young girls harvest, rice from a mirror,
high summer, the sounds and smells, of a traveling fair,
high summer, a cloud of flies, over the road kill ,
high summer, where the shade stops, so does the dog,
high tide, yesterday's footprints, gone,
high tide, feeling the moon's pull, in the waves,
high tide , the edge of the salt, at the foot of pants,
High winds, trees down on power lines, no morning coffee,
highway fog, the honking of geese, homeward bound,
highway interchange , the crescent moon passes, in the rear window,
hillside thunder, barely a rainbow in a plume, of smoke,
hilltop, the clouds, rising to my feet,
hindsight, a field of, cut stalks,
Hiroshima Day, a Japanese ballerina, dances on pointe,
hiroshima day, the first meteors fall, silently,
Hiroshima Day, a 13 kiloton, sunset,
Hiroshima Day, the reason why, we must keep talking,
His ash covers school desk, all the remains,8 am Hiroshima local time,
His name, on the black granite wall, and we must ask why,
his shadow, passes me by, the charcoal seller,
hogmanay bangers , in thair new hame refugee, bairns wauken skirlin,
holding the binoculars, in her handsshe has, more rings than Saturn,
Holes in the cloud, A shade of blue I've never seen,floating in the wind,
Holiday cottage , flapping seconds, in the middle of the night,
Holy Week, she teaches her grandchild, to light a candle,
Holy Week , three bare trees, against a gray sky,
Home again, His scent lingers, On her kimono,
home again, even the ants, seem familiar,
home alone, the cold, of an autumn rain ,
home for a visit, the sound of rain, on the river,
home sick , just the sound, of icicles dripping,
homebound ferry, thoughts zigzagging, with the terns,
homeless, pushing a cart along, Commerce Avenue,
homeless man dead, season pass, in the trash,
homeless shelter, an unkempt man peels, a dyed egg,
homesick, sundown just behind, the fence,
homework , after the school bus passes, a spider rebuilds,
Honey and coffee, bodied smell permeating, the crumpled sheets,
honeysuckle breeze, someone honks when, the light turns green,
horizonless  sky,colored ice, turns in the bay,
hospital, night adds shadow, it inside the dark,
hospital room, the empty chair   takes, all the sunshine,
hot afternoon, she's lost in her book, I in her dŽcolletŽ,
hot afternoon, a flirting couple, in the memorial's shade,
Hot air balloons rise, over the Loire, then the full moon,
hot and humid, the tea kettle dribbles, onto the counter,
hot August night, she stands, staring out of her window,
hot beach sand, between my fingers, a cigarette butt,
hot chocolate, the scent stronger, this cold night,
hot city night , the sizzle, of a broken sub woofer,
hot coffee , my glasses, Steam veiled,
hot day, the cool inside, an apple,
hot day, she writes a haiku, in minimal clothes,
hot Eve, balcony breasts, Place the chills,
hot humid day, a jazz station plays, cool tunes ,
hot July night, my neighbor opens, her curtains,
hot morning, a bright red poppy buzzes, with seven bees,
hot night, the moon nearly full, the mosquitoes too,
hot night , after my bath, the world seems cleaner,
hot oil sizzles, on an iron frying pan, kitchen god speaks,
hot September day, homeless man stands, by ice cream truck,
hot summer day, a bowl of picked berries, without sugar,
house cleaning, the forest fire, at dawn,
house for sale, the dandelions allowed, to bloom,
House for sale , in the neglected garden, the first crocuses,
house renovation , the magic mushrooms, he hid 25 years ago,
Hovering grey sky, a small crack in the thick clouds, fishing boats come in,
how black, dirt on the last patch, of snow,
how can he love so much, warm evening light, on the waving dog's tail,
how high into, the hillside cemetery, the fog tide rolls ,
how quickly, the nights grow longer , fireweed in bloom,
how tenuous time now seems, slipping away, from my reach,
How thin the moon, the scent of lilacs, grows fainter,
huddled cows, their steam thickens, the valley mist ,
huddled smokers , another conversation, about The Cloud,
Hudson River cool breeze, so many men, go topless,
hugs , the spider on my, old friend's arm,
humid day, her shirt refuse, to dry,
humid morning, planting rice in a, field of mirrors,
humid morning, words dangle, from her lips,
humid morning , has bee floats, in the fountain,
humid night, the darkness, between your thighs,
hundreds of, gentians blooming, class reunion,
hung in a cobweb, between gorse flowers, christmas rain,
hung upside down, the butchered deer, further snowdrops,
hunger moon, how bittersweet, this longing,
hungry, half of the moon, hidden,
hunter's moon , the end of the path, darker,
hunter's moon , searching, for my keys,
Hurricane Irene, in the semi darkness, a cold breakfast,
hurricane season started, my neighbor buys, a hybrid car,
hurricane warning, the wildflowers, without butterflies,
hurried steps, my frosty breath rises towards, the half moon,
hurry up, to cross the trail, reckless snail,
husband at work, the mailman knocks, to see the newborn,
husband away, washing his socks, by hand,
Hypermarket, Leek smell, The radius perfume,
i arrange my tie, to hide a stain, misty hollow,
I check the calendar, to see if this is a special day , International Women's Day,
I completely forgot, the magnolia,tree,
i go to bed ,you stay downstairs, the windscreens ice over,
I light on again, the candle on her grave, extuinguished by wind,
I put on my socks, she talks to me, of carbohydrates,
I put out the night garbage, a Wolf, Moon ,
I rescue, a mouse from the cat, burnt steak,
I rush to buy, her birthday present, crescent moon,
I saw that finger, yes you in the Intrepid , we shall meet again,
I saw the horizon, in the subway, in four by three,
I turn off my cell, crescent moon, over the skyline ,
I turn off the pumpkin lights, a predawn, harvest moon,
I wake beside, my daughter's sick bed, a howling dog,
ice moon, a berry branch, forced into bloom,
ice moon , the Snowman, kept his scarf,
iceberg, a tip of his white breast, emerges,
icebleak, no colour but the rail bridge, graffiti,
iced or hot tea, I hesitate, last day of August,
icicles melting, another drunk pisses, in my alley,
icy conditions , another slide, on Wall Street,
icy moon , the sudden memory, lilac perfume,
Ides of March, her letter to him, pain in his heart,
Ides of March, anyone remembers, the history teacher,
If you really love, America hang that flag , on a bicycle,
imagine, a field of dandelion fluffs, before the wind ,
in a clair puil, bebbles hove up, frae sumhin unsein,
in a crate, 'Carrots France', books at a euro,
in a dark place, quietly fermenting, homebrew,
in a pile of rubble, faint peeps are Heard, Rats of course,
in a shoebox, all the candles, of uncelebrated birthdays,
In a vase, twelve blue irises, late winter storm,
in an old snapshot, His Irish smile still flashes, her slight shy smile too,
in and out, of the haiku lesson , the fragrance of the lilies,
in bottling, This slow movement, Bach,
In bucket of water, under the night sky, moon reflected,
in dark river water, shapes of things from the human world,float endlessly in the current,
in empty apartment, the great gash of, sun ground,
in from the cold, just one sugar cube more, in my coffee,
In front of bronze doors, They huddle Against the Cold, the newly homeless,
IN GOD WE TRUST, an immigrant looks at, a dollar bill first time,
in her eyes, the end our date, the moon,
in hyphenation, of an autumn haiku, rain on the tiles,
In Morse code, the woodpecker, announces spring,
in my half sleep, the rooster, for the third time,
in my palm, her bigger breasts, winter sun,
in my rear view mirror, the moon, on full beam,
in shape, the hospital plants, in plastic,
in the antique shop, the bottom of the empty cabinet, the rays of the sun,
in the attic, the sound of march rain, so much louder,
in the back alley school,kids puffing away, in the shadow of a chimney,
in the ballot box, hopes his ideals, reduced to ashes,
In the bowl of verbena, bulb ceiling, Mid,
in the Cathedral, kneeling, the photographer,
In the cemetary, around his headstone, first snowdrops,
in the clouds, a fish i have not, seen before,
in the depths, of her sunglasses, blue sky  some passing clouds,
in the dry grass, frost appears, on the fallen pears,
In the early morning, down on the white beach , a turtle without eyes,
in the empty schoolyard, only plastic bags, are going the rounds,
in the evening coolness, of a verandah, Reflect hereyes stars,
in the farm,name vine, bluebirds at the red berries,
in the fog, My breath is lost, the evening train,
in the fog, the neck of a goose, winter hour,
In the forest, patches of blue between, the tall pines,
in the grasses, crickets calling, the full moon,
In the hall, Open umbrellas, Upside down,
in the hedge, the lighted windows, of a train,
In the hospital, Watching the clouds drift by, Sharp needle in the hand,
in the hyacinth garden, I sneak a kiss, between Jimmy's lips,
in the lap, of a stone Buddha, fresh snow,
in the middle of the night, the hum of the ventilation, between two sirens blaring,
in the miror , an earthy taste, in mouth,
in the mirror, the look of love of mother, for his daughter who recites,
in the mirror, a much older woman, returns my glance,
in the mist, waiting to meet you, budding crocus,
In the morning darkness, coffee cup in hand, missing the sunshine,
in the nursing home, she talks about the brother, no one talks about,
in the orchard, rotten apples now crunchy, winter solstice,
in the pans, carved into the rock, floats a cricket,
in the produce aisle, a voluptuous woman, compares melons,
In the room, white lillies in the vase, scent of pepper,
in the shade, of the full moon, distant fireworks,
in the skylight, tangled legs, and snow,
In the space between, trees and mist, a white buffalo,
in the train, all the scents of the morning, overshadowed by the tramp asleep,
In the trash, a copy of the World, still fresh,
in the trench, the World War, It grows tall grass,
in the truck's headlights, women's legs, who will enter the building,
in the twilight, flights of cormorants, and lapping of waves,
in the twilight, two chairs in interview, even if empty,
in the twilight, burn the moths, lamp,
in the vapor, my cup of tea, the rising moon,
in the walled garden, the scent, of decaying apples,
in the yard, between our argument , a red dragonfly,
In this desert, a memory of blue sea , shells in the sand,
in winter's wind, the call of a friend, who now has cancer,
inching up, on the rainwashed eucalyptus, rising moon,
including butts, and cars in the parking, a yellow flower,
incoming fog, a forgotten memory, comes in flashes,
incoming tide, your breasts, rise and fall,
Independence Day, after the rainy morning, a sunny afternoon,
Independence Day, an illegal immigrant, serves me a meal,
Indian reservation, too few home owners, for a subprime crisis,
indian simmer , bummers', lang sheddaes,
indian summer, rouging her cheeks, as she waits for a drink,
Indian summer, takes the wheel, counter clockwise,
indian summer, the viagra stock, deflates,
indian summer, first light, finds the tallest tree,
Indian summer, turkey feather falling, just out of reach,
Indian summer, the baby in the back seat, mine for a week,
indian summer, the neighbor's daughter sunbathes, Their beside empty pool,
indian summer, it's what the sunflowers, waited for,
Indian Summer , ducks make their way, from shade to shade,
Indian Summer , his voice in the fall, of the leaves,
indian summer , the ceiling fan creaks, on startup,
indian summer , an unsealed letter, on the table,
inflated tires , the grain of the road, just sings,
inhaling spring , her new breast, two months old,
insect, crushed between the pages, drawing the wings,
insomnia, the mouse, has it too,
insomnia, the smell of bread, who cooked,
instant messages, Moon Reveals blackberries, Each night of herself,
intermission, The death of the first act, serves beers,
intermission , we talk about war, behind the scenes,
Internet, A spider in my glass, wake,
internet break, the smell of rain, and boggy earth,
Internet break , ,,
intertwined in my washing machine, my daughter's bras, and the jeans of her latest boyfriend,
into dusk, the white rose, still whiter,
invasive species, my barber points out, my first white hairs,
irises, bluer, hers in,
is spring coming, bombs raining down, on tripoli on aljazeera,
it breaks the silence, the negra lullaby, there over the pier,
it expects to top, the subway stairs, the moon,
it happened, just after the full moon, snow,
it is no longer, cold tap water, heat wave,
it prolongs, blower computer, the cricket,
it starts to snow, the cat wants, the milk warmed,
it's as if winter, is about to leave,alone and cold,
Italian Train punctual, Even delay the go, the return,
January doucereux, read the haikus, other winters,
january freeze, koi chase each other, above the television,
January moon, the thinnest skin, Appears,
January walk, Santa Claus and a flag, in a neighbor's window,
January warms up, my neighbor walks, in her underwear,
Japan's power plant radiation, the wind will decide, who dies,
japanese garden , the pouring rain, on the stone buddha,
Japanese New Year, how small the new moon, in its halo,
japanese quake, this godless spring, tsunami,
jasmine, beneath the stars, His blue eyes,
jizo bon, akora mo sodachi, furu chochin,
jogging at dusk, around the neighborhood, the smell of garlic,
journey's end, far off in the blue distance, dark clouds,
Judas trees in flower, mist and fog, the papacy,
July, I skip the sunset, and wait for the fireflies,
July dawn, the pier is littered, with beer bottles,
July early morning, a jogger carries, two bottles of water,
July Fourth fireworks, I stand next to, an Iraqi refugee ,
July morning, the smell of coffee, from an abandoned building,
July sunset, the redness of people, coming back from the beach,
July sunset, after a hot day, the watermelon tastes cool,
jumping ice cubes, all over the floor,melting in the sun rays,
June morning, a line of ants, at the subway entrance,
June rain stopped, a drunk waters some more, the lilacs,
June sunset, when we wake up, how many died in Iran,
June swings from warm to cold, I recall my ex, mother in law,
Juno Beach, my body in the sea, my mother to the edge,
jury duty, the clock pendulum goes, back and forth,
Just a small basketball, filled with hidden treasures, she proudly caries,
just before dawn, the bright moon, of the computer screen,
Just before winter, Buddha junk, his last gift,
just extinguished, smoke slowly curls, out pumpkin eyes,
just for a moment, the smell of pine trees, way to work,
just one more page, before I sleep, endless rain,
just over the fence, a constellation of stars, trucks and,
just passing through, a parking lot where I saw, Gone with the Wind,
just staring, at some autumn clouds , a hot cup of tea,
just west of dawn, an earful of geese, heading south,
Kentucky Derby, the kids in bars are too busy, for a horse race ,
kids fight a gun battle, in the swimming pool, Memorial Day ,
King in armor, a mantle of snow, on his shoulders,
Kirkstone Pass, a sheepdog gathers, its part of the world,
kissing her slowly, where the rain, never falls,
kissing you, under a paper moon, the stars,
kitchen embrace, the smell of her hot, apple pie,
kitchen encounter , tasting the wine, from his lips,
kite shop , entering with every customer, the summer breeze,
kumquats with Russian tea, then slowly, I undress Ellen,
kyoo mo mata, ochiba ni yuki no, yamagurashi,
Labor Day, a migrant worker sells, American flags,
labor day, i dust of, my resume,
labor day, and still, No labor,
Labor Day, a fly buzzing around, the leftovers,
labor day , another company cuts, health benefits,
laborers sink, into the rice field, autumn dusk,
lakeside, below the egret, a city of lights,
lakeside, the long silence, before the loon's reply,
lakeside, the fog makes the loon's call, much more haunting,
langs zijderoute, dansende rupsencocons, in kokend water,
lanternless night, a whisper passing, through leaves,
lanternless night, a woman too old, to dream,
lapping at the bottom, the stairs from the dock, A smell of piss,
lapping water , the radio of a fisherman, muted,
last August morning, an old man at his door, look at his watch,
last August morning , the blue lagoon, My shaving gel,
Last day of September, bay and islands in fog, aroma of coffee,
last day of Summer , before the child running, the flight of pigeons,
last day of term, my daughter breaks, the uniform code,
last day of the year, Traces of sleds rusty, in the snow yesterday,
last day of the year, a leaf in the wind over a long, stem,
last leaves, shaking on a branch, late migrators,
last leaves red, a butterfly takes flight, close to the earth,
last light, listening for the silence, behind the rain,
last light, sounds of crows settling, in the tree,
last light, on the allotment, the glow of a fag dimp,
last moon, before irradiation, Hiroshima,
last mowing , the bag of weed escapes, the evening mist,
Last night of Summer, the bright full moon of last night, hidden by a cloud,
last of his line, the year of his death, still uncarved,
last red in the sky, a small girl's moon face rises, over the counter,
last rose, It has the curly leaves, cold night,
last season , the traces of the buttocks, in seats,
last station, the king of hearts on the floor, of the compartment,
last straw rejection , the telemarketer tells me, I'm too old,
late afternoon, the first cow, heads to the barn,
late afternoon , a wind chime softly sings, in snowy garden,
late afternoon , the fulness, of the cow's udder,
late again, the lights change, in the evening puddle,
late August garbage bags, a jasmine tree, near by,
late fall , the scent of rain, in your hair,
late frost, warmth of the tea mug, against my cheek,
late frost , stone frog, lost a toe,
late harvester , sickle moon in the sky, over the mature corn,
late into the night, our two empty cups, since a long time,
late June crowded subway, but no one has, a sun tan,
late morning breakfast, left uneaten, too much of spring,
late night, as city lights dim out, August full moon,
late night, multiply the two mirrors, glasses and looks,
late night, she shows me her garden, I taste her tomatoes,
late night, fireflies rise up, in the cemetery,
late night at the airport, the shoe shine man, polishes his own shoes,
late night at the office, an exit sign floats, next to the moon,
late night date, sand in her bra, all day long,
late night drizzle, she carries her belongings, in a kids cart,
Late night jazz, the singer's voice sounds dark, in the smoky cafe,
late night on the beach, the only light on, is that of the lighthouse,
late night rain, the crickets finally, silent,
late night traffic, the swirl of leaves after, the last bus,
late November farm, a turkey looks, well fed,
late October warmth, a witch, smiles at me,
late rising moon, fireflies decorate, the tamarind tree,
late season, christmas lights illuminate, a golden buddha,
late snow , a pheasant calls, in the morning mist,
late spring, each clock in the house, shows a different time,
late spring , the old kettle, still shines,
late spring , the old kettle, still shines,
late summer, butterfly wings clap, a little slower,
late summer, in luggage, autumn clothes,
late summer, an inchworm, less than an inch,
late summer, graffiti overgrown, with ivy,
Late summer, the greyness of dusk, without fireflies,
late summer rain , two kids break the bottles, under the bridge,
late train , all the highlighted passages, in his bible,
late winter, chive seeds, in the palm of my hand,
Late Winter, the yellow roses still  out, soft feel of snow,
late winter, Finally the snow, wallpaper,
Late winter , opening the saijiki, to early spring,
Late winter snow, a distant whistle Train, cuts through my silent,
late winter walk, soft rain on bare cherry trees, harder on my thoughts,
laundry day , the search, for matching socks,
laundry encounter, a plastic shark, falls out of a bath towel,
laurel hedge, submerged by waste, glory in decay,
lavender blooms, next to the violets, in a blue pot,
laying in bed, with dreams plucked, from summer rain just you and the scent of melon,
lazy midtown morning , do those green copper gargoyles, feel the cold,
lazy midtown morning , another layer of paint, on the rusty fire escape ,
lazy rain, the solitary blackbird's, dawn chorus,
leaf after leaf falls, the way your laugh, makes me laugh,
leafless maple, she fingers the wool, of his last chemo cap,
leap year, looking a her twins, a squinting woman ,
leap year , the old man's cane, left tracks,
leaver's day, a wind too strong, for butterflies,
leaves crackling, in her grave tiny hands sweep, leavings of sparrows ,
leaving home, the warmth still inside, my freshly ironed shirt,
leaving the sex shop, red leaves of spring,,
lee of the storm, the jagged edges, of the new pothole,
left behind, his scent of aftershave, on my cheek ,
left out in the rain, her old haiku, on cherry blossoms,
left padlocked, under streetlight, orion's bike ,
leftover meatloaf, we have an argument, about his ex wife,
leftover summer grass, horses browse, through crusted snow,
lemon slice moon, a kite glides past, the palmyra palm,
lenghtening days , a bird's shadow crosses, the yellow wall,
lengthening days, I turn the Christmas lights, off,
lengthening shadows, things best said, in a letter,
less cars, in front of the brothels, valentine's day ,
letter from overseas, a call from southward geese, penetrates the thicket,
Liberation, the carcass of Panzer, It is now flourished,
liberty market, one free pickle, from the barrel,
library return, her hand's warmth, lingers in the book,
Libya, only ones with money play, others die,
lifting fog, the face of an old friend, on my morning walk,
lifting fog , a few white feathers, in the raven's breast,
liggin hert tae hert, tentie, o the rackets,
light rain, on sweet sweet clover, late summer's dusk,
light rain , water workers, dig a hole in the road,
light snow , the hammer of a woodpecker, in the silence,
Light studded ferry, passes in the starless night, another week end,
lighthouse, above the sound, silence,
Lighting the room, candle by candle, a winter evening,
lighting the way, with a jar of fireflies, last summer's childhood,
lightning, far away in the sky , first firefly,
lightning at window , the stopped train, in the storm,
Lights of the ferry , leave the island of cedars, in deep dark shadow,
